leaf,count
"('i14', 'e04', 'c5', 'p33', 'l3')",545
"('i41', 'e11', 'c1', 'p05', 'l3')",545
"('i14', 'e04', 'c3', 'p19', 'l3')",544
"('i25', 'e10', 'c5', 'p15', 'l4')",544
"('i46', 'e11', 'c4', 'p18', 'l3')",544
"('i46', 'e09', 'c4', 'p16', 'l3')",544
"('i03', 'e09', 'c5', 'p01', 'l3')",543
"('i19', 'e12', 'c5', 'p10', 'l3')",543
"('i04', 'e05', 'c3', 'p10', 'l3')",543
"('i27', 'e04', 'c5', 'p02', 'l3')",543
"('i38', 'e05', 'c1', 'p09', 'l1')",541
"('i46', 'e11', 'c4', 'p23', 'l3')",541
"('i48', 'e08', 'c1', 'p03', 'l3')",541
"('i09', 'e01', 'c5', 'p24', 'l3')",539
"('i05', 'e03', 'c1', 'p20', 'l3')",539
"('i43', 'e08', 'c1', 'p22', 'l3')",538
"('i38', 'e07', 'c1', 'p25', 'l2')",538
"('i19', 'e09', 'c5', 'p35', 'l3')",537
"('i07', 'e04', 'c5', 'p15', 'l3')",537
"('i38', 'e06', 'c4', 'p32', 'l3')",537
"('i09', 'e09', 'c5', 'p17', 'l3')",536
"('i05', 'e03', 'c1', 'p25', 'l3')",536
"('i01', 'e09', 'c1', 'p16', 'l3')",536
"('i75', 'e08', 'c1', 'p35', 'l3')",536
"('i63', 'e10', 'c1', 'p01', 'l4')",536
"('i09', 'e09', 'c5', 'p01', 'l3')",535
"('i09', 'e04', 'c5', 'p04', 'l3')",535
"('i74', 'e08', 'c5', 'p19', 'l3')",535
"('i03', 'e09', 'c5', 'p23', 'l3')",534
"('i42', 'e05', 'c3', 'p09', 'l3')",534
"('i01', 'e11', 'c1', 'p12', 'l3')",532
"('i01', 'e01', 'c1', 'p14', 'l3')",532
"('i38', 'e09', 'c4', 'p14', 'l2')",532
"('i46', 'e01', 'c1', 'p31', 'l3')",532
"('i46', 'e06', 'c1', 'p03', 'l3')",532
"('i06', 'e10', 'c3', 'p15', 'l2')",531
"('i27', 'e08', 'c5', 'p13', 'l3')",531
"('i33', 'e03', 'c1', 'p11', 'l3')",531
"('i33', 'e03', 'c1', 'p07', 'l3')",531
"('i49', 'e04', 'c1', 'p33', 'l3')",530
"('i27', 'e01', 'c5', 'p06', 'l3')",530
"('i03', 'e08', 'c5', 'p17', 'l3')",530
"('i06', 'e04', 'c3', 'p04', 'l1')",529
"('i12', 'e08', 'c5', 'p31', 'l3')",528
"('i09', 'e01', 'c5', 'p01', 'l3')",527
"('i21', 'e03', 'c1', 'p28', 'l3')",527
"('i29', 'e01', 'c5', 'p03', 'l3')",526
"('i17', 'e04', 'c3', 'p19', 'l3')",525
"('i46', 'e09', 'c4', 'p08', 'l3')",525
"('i21', 'e01', 'c1', 'p16', 'l3')",525
"('i21', 'e09', 'c1', 'p24', 'l3')",525
"('i02', 'e11', 'c1', 'p22', 'l3')",525
"('i21', 'e01', 'c1', 'p18', 'l3')",524
"('i28', 'e08', 'c4', 'p35', 'l3')",524
"('i49', 'e09', 'c1', 'p33', 'l3')",523
"('i46', 'e09', 'c4', 'p24', 'l3')",523
"('i14', 'e04', 'c3', 'p01', 'l3')",523
"('i21', 'e09', 'c1', 'p17', 'l3')",523
"('i01', 'e09', 'c1', 'p14', 'l3')",523
"('i41', 'e01', 'c1', 'p31', 'l3')",523
"('i23', 'e13', 'c5', 'p10', 'l3')",522
"('i03', 'e08', 'c5', 'p01', 'l3')",522
"('i01', 'e11', 'c1', 'p15', 'l3')",522
"('i06', 'e07', 'c5', 'p32', 'l2')",521
"('i09', 'e04', 'c5', 'p12', 'l3')",521
"('i49', 'e01', 'c1', 'p33', 'l3')",520
"('i13', 'e11', 'c5', 'p22', 'l3')",520
"('i38', 'e01', 'c4', 'p14', 'l3')",520
"('i21', 'e03', 'c1', 'p22', 'l3')",520
"('i09', 'e01', 'c5', 'p03', 'l3')",520
"('i38', 'e08', 'c4', 'p25', 'l2')",519
"('i09', 'e04', 'c5', 'p09', 'l3')",519
"('i06', 'e04', 'c3', 'p17', 'l1')",519
"('i38', 'e05', 'c1', 'p06', 'l1')",518
"('i38', 'e09', 'c4', 'p08', 'l2')",518
"('i41', 'e07', 'c1', 'p20', 'l3')",518
"('i14', 'e05', 'c5', 'p08', 'l3')",518
"('i34', 'e08', 'c5', 'p30', 'l3')",517
"('i16', 'e08', 'c5', 'p35', 'l3')",517
"('i38', 'e10', 'c7', 'p19', 'l4')",516
"('i66', 'e04', 'c3', 'p17', 'l3')",516
"('i21', 'e12', 'c1', 'p17', 'l3')",516
"('i06', 'e02', 'c5', 'p25', 'l1')",516
"('i07', 'e04', 'c5', 'p17', 'l3')",516
"('i02', 'e04', 'c1', 'p26', 'l3')",516
"('i07', 'e12', 'c5', 'p32', 'l3')",515
"('i06', 'e12', 'c3', 'p16', 'l3')",514
"('i63', 'e04', 'c1', 'p10', 'l3')",514
"('i05', 'e05', 'c1', 'p19', 'l3')",513
"('i88', 'e09', 'c1', 'p35', 'l3')",513
"('i46', 'e11', 'c4', 'p14', 'l3')",512
"('i16', 'e01', 'c5', 'p28', 'l3')",512
"('i41', 'e12', 'c1', 'p10', 'l3')",512
"('i21', 'e01', 'c1', 'p29', 'l3')",510
"('i06', 'e11', 'c3', 'p24', 'l2')",510
"('i21', 'e03', 'c1', 'p32', 'l3')",510
"('i24', 'e08', 'c1', 'p06', 'l3')",510
"('i16', 'e11', 'c5', 'p13', 'l3')",509
"('i42', 'e02', 'c5', 'p32', 'l3')",508
"('i23', 'e08', 'c5', 'p22', 'l3')",508
"('i43', 'e05', 'c1', 'p35', 'l3')",508
"('i08', 'e01', 'c1', 'p10', 'l3')",508
"('i38', 'e05', 'c1', 'p22', 'l1')",507
"('i06', 'e12', 'c3', 'p11', 'l3')",506
"('i12', 'e01', 'c5', 'p22', 'l3')",506
"('i14', 'e08', 'c3', 'p22', 'l3')",506
"('i39', 'e04', 'c3', 'p35', 'l3')",506
"('i25', 'e08', 'c5', 'p19', 'l3')",505
"('i06', 'e10', 'c3', 'p31', 'l4')",503
"('i46', 'e08', 'c7', 'p35', 'l3')",503
"('i23', 'e01', 'c5', 'p25', 'l3')",502
"('i38', 'e04', 'c4', 'p18', 'l1')",502
"('i09', 'e01', 'c5', 'p12', 'l3')",502
"('i02', 'e09', 'c4', 'p17', 'l3')",502
"('i67', 'e09', 'c5', 'p24', 'l3')",502
"('i12', 'e04', 'c5', 'p20', 'l3')",501
"('i46', 'e01', 'c4', 'p29', 'l3')",500
"('i09', 'e09', 'c5', 'p24', 'l3')",499
"('i43', 'e03', 'c1', 'p21', 'l3')",499
"('i48', 'e11', 'c4', 'p05', 'l3')",499
"('i07', 'e12', 'c5', 'p23', 'l3')",498
"('i25', 'e08', 'c5', 'p24', 'l3')",498
"('i63', 'e10', 'c1', 'p01', 'l2')",498
"('i34', 'e03', 'c3', 'p19', 'l3')",497
"('i07', 'e01', 'c5', 'p21', 'l3')",497
"('i27', 'e04', 'c5', 'p06', 'l3')",497
"('i06', 'e01', 'c3', 'p05', 'l3')",496
"('i42', 'e05', 'c5', 'p26', 'l3')",496
"('i42', 'e05', 'c3', 'p03', 'l3')",496
"('i66', 'e04', 'c3', 'p01', 'l3')",496
"('i26', 'e11', 'c4', 'p35', 'l3')",495
"('i42', 'e02', 'c5', 'p07', 'l3')",495
"('i42', 'e02', 'c5', 'p03', 'l3')",495
"('i27', 'e04', 'c5', 'p28', 'l3')",495
"('i23', 'e09', 'c5', 'p32', 'l3')",495
"('i38', 'e09', 'c7', 'p32', 'l2')",495
"('i02', 'e01', 'c4', 'p07', 'l3')",494
"('i63', 'e03', 'c1', 'p35', 'l3')",494
"('i10', 'e05', 'c3', 'p19', 'l3')",493
"('i38', 'e10', 'c4', 'p30', 'l3')",493
"('i21', 'e12', 'c1', 'p04', 'l3')",492
"('i38', 'e12', 'c4', 'p01', 'l3')",492
"('i102', 'e08', 'c5', 'p18', 'l3')",492
"('i43', 'e01', 'c1', 'p32', 'l3')",491
"('i43', 'e08', 'c1', 'p24', 'l3')",491
"('i43', 'e04', 'c1', 'p23', 'l3')",490
"('i32', 'e08', 'c5', 'p19', 'l3')",490
"('i42', 'e02', 'c5', 'p01', 'l3')",489
"('i22', 'e05', 'c5', 'p08', 'l3')",489
"('i03', 'e09', 'c5', 'p22', 'l3')",488
"('i06', 'e10', 'c3', 'p05', 'l1')",487
"('i49', 'e11', 'c1', 'p01', 'l3')",486
"('i41', 'e11', 'c1', 'p14', 'l3')",486
"('i59', 'e04', 'c5', 'p10', 'l3')",486
"('i13', 'e03', 'c5', 'p14', 'l3')",486
"('i08', 'e09', 'c1', 'p10', 'l3')",486
"('i24', 'e09', 'c1', 'p19', 'l3')",484
"('i02', 'e11', 'c1', 'p16', 'l3')",484
"('i38', 'e12', 'c4', 'p03', 'l3')",484
"('i03', 'e04', 'c5', 'p35', 'l3')",484
"('i02', 'e08', 'c1', 'p26', 'l3')",484
"('i27', 'e08', 'c5', 'p22', 'l3')",483
"('i06', 'e09', 'c3', 'p21', 'l2')",482
"('i46', 'e09', 'c4', 'p18', 'l3')",482
"('i34', 'e04', 'c5', 'p26', 'l3')",481
"('i07', 'e04', 'c5', 'p03', 'l3')",481
"('i02', 'e11', 'c1', 'p12', 'l3')",481
"('i46', 'e01', 'c4', 'p09', 'l3')",480
"('i01', 'e01', 'c1', 'p09', 'l3')",480
"('i02', 'e05', 'c1', 'p11', 'l3')",480
"('i14', 'e01', 'c5', 'p31', 'l3')",479
"('i06', 'e04', 'c3', 'p13', 'l1')",479
"('i02', 'e09', 'c4', 'p07', 'l3')",479
"('i67', 'e09', 'c5', 'p10', 'l3')",479
"('i01', 'e01', 'c1', 'p23', 'l3')",478
"('i06', 'e10', 'c3', 'p16', 'l1')",478
"('i06', 'e01', 'c3', 'p07', 'l3')",478
"('i32', 'e08', 'c5', 'p01', 'l3')",477
"('i14', 'e13', 'c5', 'p15', 'l3')",477
"('i89', 'e09', 'c1', 'p35', 'l3')",476
"('i21', 'e04', 'c1', 'p16', 'l3')",476
"('i20', 'e05', 'c5', 'p35', 'l3')",476
"('i06', 'e08', 'c3', 'p32', 'l2')",476
"('i13', 'e04', 'c5', 'p03', 'l3')",475
"('i67', 'e01', 'c5', 'p24', 'l3')",475
"('i14', 'e11', 'c3', 'p10', 'l3')",474
"('i46', 'e08', 'c4', 'p22', 'l3')",474
"('i74', 'e08', 'c5', 'p10', 'l3')",474
"('i38', 'e10', 'c4', 'p22', 'l2')",474
"('i46', 'e09', 'c4', 'p05', 'l3')",473
"('i06', 'e09', 'c3', 'p11', 'l2')",473
"('i07', 'e12', 'c5', 'p25', 'l3')",473
"('i23', 'e13', 'c5', 'p07', 'l3')",472
"('i13', 'e12', 'c5', 'p12', 'l3')",471
"('i46', 'e09', 'c1', 'p26', 'l3')",470
"('i20', 'e08', 'c5', 'p35', 'l3')",470
"('i11', 'e01', 'c4', 'p35', 'l3')",470
"('i48', 'e11', 'c1', 'p04', 'l3')",470
"('i01', 'e01', 'c1', 'p06', 'l3')",470
"('i38', 'e04', 'c4', 'p09', 'l1')",469
"('i01', 'e09', 'c1', 'p02', 'l3')",469
"('i41', 'e11', 'c1', 'p22', 'l3')",469
"('i46', 'e11', 'c1', 'p31', 'l3')",468
"('i13', 'e03', 'c5', 'p06', 'l3')",468
"('i38', 'e11', 'c4', 'p26', 'l2')",468
"('i46', 'e08', 'c4', 'p18', 'l3')",468
"('i05', 'e04', 'c1', 'p20', 'l3')",466
"('i14', 'e09', 'c3', 'p19', 'l3')",466
"('i42', 'e05', 'c3', 'p18', 'l3')",466
"('i14', 'e05', 'c5', 'p06', 'l3')",466
"('i81', 'e04', 'c5', 'p35', 'l3')",466
"('i23', 'e08', 'c5', 'p08', 'l3')",466
"('i17', 'e11', 'c5', 'p33', 'l3')",465
"('i42', 'e02', 'c5', 'p04', 'l3')",465
"('i61', 'e11', 'c4', 'p35', 'l3')",465
"('i20', 'e08', 'c5', 'p15', 'l3')",464
"('i21', 'e12', 'c1', 'p05', 'l3')",464
"('i14', 'e02', 'c5', 'p19', 'l3')",462
"('i06', 'e08', 'c3', 'p28', 'l2')",462
"('i12', 'e01', 'c5', 'p24', 'l3')",462
"('i25', 'e11', 'c5', 'p10', 'l3')",462
"('i46', 'e04', 'c4', 'p24', 'l3')",461
"('i49', 'e10', 'c1', 'p19', 'l3')",460
"('i03', 'e08', 'c5', 'p14', 'l3')",460
"('i03', 'e10', 'c5', 'p22', 'l3')",460
"('i12', 'e04', 'c5', 'p28', 'l3')",460
"('i41', 'e11', 'c1', 'p20', 'l3')",460
"('i43', 'e09', 'c1', 'p22', 'l3')",459
"('i43', 'e08', 'c1', 'p16', 'l3')",459
"('i06', 'e01', 'c3', 'p29', 'l3')",459
"('i13', 'e03', 'c5', 'p29', 'l3')",459
"('i14', 'e09', 'c5', 'p31', 'l3')",458
"('i13', 'e12', 'c5', 'p21', 'l3')",458
"('i16', 'e08', 'c5', 'p26', 'l3')",458
"('i02', 'e05', 'c1', 'p19', 'l3')",457
"('i27', 'e10', 'c5', 'p19', 'l3')",457
"('i18', 'e05', 'c1', 'p35', 'l3')",456
"('i14', 'e09', 'c5', 'p33', 'l3')",456
"('i02', 'e11', 'c1', 'p32', 'l3')",456
"('i27', 'e09', 'c5', 'p35', 'l3')",455
"('i42', 'e02', 'c5', 'p25', 'l3')",454
"('i02', 'e06', 'c1', 'p19', 'l3')",453
"('i46', 'e09', 'c4', 'p12', 'l3')",453
"('i46', 'e11', 'c4', 'p06', 'l3')",452
"('i27', 'e09', 'c5', 'p06', 'l3')",452
"('i05', 'e08', 'c4', 'p35', 'l3')",451
"('i38', 'e05', 'c1', 'p32', 'l1')",451
"('i31', 'e11', 'c4', 'p35', 'l3')",451
"('i23', 'e08', 'c5', 'p28', 'l3')",451
"('i14', 'e05', 'c5', 'p32', 'l3')",450
"('i01', 'e08', 'c1', 'p26', 'l3')",450
"('i23', 'e08', 'c5', 'p23', 'l3')",449
"('i46', 'e06', 'c1', 'p11', 'l3')",449
"('i43', 'e04', 'c1', 'p08', 'l3')",449
"('i01', 'e04', 'c1', 'p05', 'l3')",449
"('i01', 'e11', 'c1', 'p13', 'l3')",448
"('i21', 'e04', 'c1', 'p18', 'l3')",448
"('i12', 'e04', 'c5', 'p25', 'l3')",448
"('i43', 'e08', 'c1', 'p08', 'l3')",448
"('i46', 'e06', 'c1', 'p01', 'l3')",447
"('i67', 'e10', 'c5', 'p22', 'l3')",447
"('i46', 'e08', 'c1', 'p31', 'l3')",447
"('i89', 'e04', 'c1', 'p10', 'l3')",446
"('i46', 'e04', 'c1', 'p30', 'l3')",445
"('i06', 'e07', 'c5', 'p20', 'l2')",445
"('i07', 'e09', 'c5', 'p21', 'l3')",445
"('i43', 'e01', 'c1', 'p20', 'l3')",445
"('i27', 'e01', 'c5', 'p28', 'l3')",445
"('i46', 'e11', 'c4', 'p32', 'l3')",444
"('i14', 'e11', 'c3', 'p03', 'l3')",444
"('i05', 'e11', 'c1', 'p01', 'l3')",444
"('i07', 'e01', 'c5', 'p05', 'l3')",444
"('i07', 'e09', 'c5', 'p05', 'l3')",444
"('i46', 'e11', 'c4', 'p22', 'l3')",443
"('i43', 'e03', 'c1', 'p13', 'l3')",443
"('i06', 'e04', 'c3', 'p02', 'l1')",443
"('i46', 'e04', 'c4', 'p08', 'l3')",442
"('i46', 'e08', 'c1', 'p33', 'l3')",442
"('i01', 'e08', 'c1', 'p31', 'l3')",442
"('i67', 'e04', 'c5', 'p29', 'l3')",442
"('i33', 'e03', 'c1', 'p05', 'l3')",442
"('i38', 'e10', 'c7', 'p07', 'l3')",440
"('i13', 'e04', 'c5', 'p16', 'l3')",440
"('i46', 'e11', 'c1', 'p33', 'l3')",439
"('i20', 'e04', 'c5', 'p10', 'l3')",439
"('i13', 'e10', 'c5', 'p19', 'l3')",438
"('i46', 'e01', 'c1', 'p33', 'l3')",438
"('i21', 'e12', 'c1', 'p02', 'l3')",438
"('i14', 'e13', 'c5', 'p10', 'l3')",438
"('i38', 'e10', 'c4', 'p32', 'l2')",437
"('i06', 'e11', 'c3', 'p09', 'l2')",437
"('i59', 'e08', 'c5', 'p12', 'l3')",437
"('i27', 'e09', 'c5', 'p03', 'l3')",437
"('i24', 'e08', 'c1', 'p10', 'l3')",437
"('i38', 'e07', 'c1', 'p32', 'l2')",436
"('i14', 'e11', 'c3', 'p01', 'l3')",436
"('i46', 'e01', 'c4', 'p23', 'l3')",436
"('i46', 'e01', 'c4', 'p06', 'l3')",436
"('i59', 'e08', 'c5', 'p35', 'l3')",436
"('i02', 'e05', 'c1', 'p35', 'l3')",435
"('i23', 'e13', 'c5', 'p01', 'l3')",435
"('i21', 'e12', 'c1', 'p24', 'l3')",435
"('i06', 'e12', 'c3', 'p17', 'l3')",435
"('i38', 'e01', 'c4', 'p23', 'l3')",435
"('i14', 'e13', 'c5', 'p03', 'l3')",435
"('i03', 'e10', 'c5', 'p02', 'l3')",434
"('i12', 'e09', 'c5', 'p22', 'l3')",434
"('i11', 'e09', 'c4', 'p35', 'l3')",434
"('i67', 'e01', 'c5', 'p16', 'l3')",434
"('i06', 'e04', 'c3', 'p06', 'l1')",434
"('i23', 'e01', 'c5', 'p32', 'l3')",433
"('i38', 'e10', 'c4', 'p25', 'l2')",433
"('i02', 'e05', 'c1', 'p10', 'l3')",433
"('i19', 'e12', 'c5', 'p35', 'l3')",433
"('i49', 'e06', 'c1', 'p35', 'l3')",432
"('i09', 'e09', 'c5', 'p05', 'l3')",432
"('i67', 'e04', 'c5', 'p16', 'l3')",432
"('i63', 'e11', 'c1', 'p01', 'l3')",432
"('i12', 'e09', 'c5', 'p35', 'l3')",431
"('i27', 'e10', 'c5', 'p24', 'l3')",431
"('i38', 'e07', 'c4', 'p10', 'l2')",430
"('i06', 'e01', 'c3', 'p16', 'l3')",430
"('i30', 'e04', 'c1', 'p26', 'l3')",430
"('i02', 'e08', 'c4', 'p04', 'l3')",430
"('i67', 'e10', 'c5', 'p21', 'l3')",429
"('i06', 'e10', 'c5', 'p33', 'l2')",429
"('i12', 'e09', 'c5', 'p24', 'l3')",429
"('i17', 'e01', 'c5', 'p33', 'l3')",429
"('i21', 'e09', 'c1', 'p18', 'l3')",428
"('i06', 'e10', 'c3', 'p07', 'l1')",428
"('i16', 'e11', 'c5', 'p07', 'l3')",428
"('i38', 'e05', 'c1', 'p23', 'l1')",427
"('i01', 'e05', 'c1', 'p35', 'l3')",427
"('i23', 'e04', 'c5', 'p20', 'l3')",427
"('i63', 'e01', 'c1', 'p10', 'l3')",427
"('i48', 'e01', 'c1', 'p35', 'l3')",426
"('i25', 'e08', 'c5', 'p35', 'l3')",426
"('i01', 'e04', 'c1', 'p16', 'l3')",426
"('i02', 'e08', 'c7', 'p12', 'l3')",426
"('i21', 'e09', 'c1', 'p29', 'l3')",425
"('i46', 'e04', 'c4', 'p18', 'l3')",425
"('i21', 'e09', 'c1', 'p16', 'l3')",425
"('i23', 'e05', 'c5', 'p10', 'l3')",425
"('i38', 'e10', 'c7', 'p15', 'l3')",425
"('i14', 'e13', 'c5', 'p01', 'l3')",425
"('i14', 'e13', 'c5', 'p21', 'l3')",425
"('i46', 'e09', 'c4', 'p09', 'l3')",424
"('i67', 'e09', 'c5', 'p05', 'l3')",424
"('i14', 'e08', 'c3', 'p20', 'l3')",423
"('i14', 'e11', 'c3', 'p07', 'l3')",423
"('i02', 'e01', 'c4', 'p25', 'l3')",423
"('i43', 'e09', 'c1', 'p25', 'l3')",422
"('i43', 'e04', 'c1', 'p14', 'l3')",422
"('i46', 'e09', 'c4', 'p29', 'l3')",422
"('i01', 'e04', 'c1', 'p07', 'l3')",422
"('i13', 'e12', 'c5', 'p07', 'l3')",421
"('i33', 'e10', 'c1', 'p07', 'l3')",420
"('i46', 'e08', 'c4', 'p14', 'l3')",418
"('i16', 'e09', 'c5', 'p28', 'l3')",418
"('i46', 'e04', 'c1', 'p26', 'l3')",417
"('i06', 'e04', 'c3', 'p24', 'l1')",417
"('i07', 'e12', 'c5', 'p22', 'l3')",417
"('i33', 'e03', 'c1', 'p12', 'l3')",417
"('i33', 'e03', 'c1', 'p15', 'l3')",416
"('i01', 'e09', 'c1', 'p22', 'l3')",415
"('i37', 'e04', 'c5', 'p33', 'l3')",415
"('i01', 'e01', 'c1', 'p32', 'l3')",414
"('i12', 'e09', 'c5', 'p29', 'l3')",414
"('i03', 'e09', 'c5', 'p02', 'l3')",414
"('i02', 'e08', 'c4', 'p05', 'l3')",414
"('i09', 'e01', 'c5', 'p07', 'l3')",413
"('i32', 'e11', 'c5', 'p01', 'l3')",413
"('i03', 'e11', 'c5', 'p35', 'l3')",412
"('i136', 'e05', 'c1', 'p10', 'l3')",412
"('i38', 'e04', 'c7', 'p32', 'l1')",412
"('i38', 'e12', 'c1', 'p35', 'l3')",411
"('i06', 'e01', 'c3', 'p04', 'l3')",411
"('i03', 'e01', 'c5', 'p02', 'l3')",411
"('i38', 'e07', 'c1', 'p20', 'l2')",410
"('i43', 'e09', 'c1', 'p32', 'l3')",410
"('i06', 'e04', 'c3', 'p09', 'l1')",410
"('i22', 'e02', 'c5', 'p15', 'l3')",410
"('i46', 'e04', 'c7', 'p35', 'l3')",409
"('i06', 'e10', 'c3', 'p13', 'l1')",409
"('i03', 'e08', 'c5', 'p03', 'l3')",409
"('i02', 'e11', 'c1', 'p24', 'l3')",409
"('i01', 'e09', 'c1', 'p09', 'l3')",409
"('i23', 'e13', 'c5', 'p19', 'l3')",409
"('i13', 'e12', 'c5', 'p17', 'l3')",408
"('i06', 'e04', 'c3', 'p18', 'l1')",408
"('i67', 'e01', 'c5', 'p10', 'l3')",408
"('i06', 'e01', 'c3', 'p24', 'l3')",407
"('i38', 'e10', 'c4', 'p22', 'l1')",407
"('i46', 'e06', 'c1', 'p15', 'l3')",407
"('i23', 'e08', 'c5', 'p14', 'l3')",407
"('i23', 'e08', 'c5', 'p32', 'l3')",407
"('i33', 'e10', 'c1', 'p19', 'l3')",407
"('i05', 'e01', 'c1', 'p31', 'l3')",406
"('i13', 'e11', 'c5', 'p31', 'l3')",406
"('i13', 'e03', 'c5', 'p08', 'l3')",406
"('i07', 'e08', 'c5', 'p06', 'l3')",406
"('i59', 'e01', 'c5', 'p10', 'l3')",405
"('i38', 'e05', 'c1', 'p08', 'l1')",405
"('i06', 'e12', 'c3', 'p24', 'l3')",405
"('i27', 'e04', 'c5', 'p14', 'l3')",405
"('i06', 'e10', 'c3', 'p17', 'l1')",404
"('i06', 'e01', 'c3', 'p17', 'l3')",404
"('i38', 'e10', 'c4', 'p23', 'l1')",403
"('i46', 'e04', 'c4', 'p16', 'l3')",403
"('i09', 'e01', 'c5', 'p05', 'l3')",403
"('i16', 'e11', 'c5', 'p22', 'l3')",403
"('i38', 'e10', 'c7', 'p07', 'l4')",402
"('i46', 'e04', 'c4', 'p05', 'l3')",402
"('i89', 'e01', 'c1', 'p10', 'l3')",402
"('i01', 'e04', 'c1', 'p18', 'l3')",402
"('i27', 'e08', 'c5', 'p21', 'l3')",402
"('i13', 'e04', 'c5', 'p24', 'l3')",402
"('i06', 'e02', 'c5', 'p32', 'l1')",401
"('i14', 'e08', 'c8', 'p35', 'l3')",401
"('i43', 'e03', 'c1', 'p18', 'l3')",401
"('i09', 'e04', 'c5', 'p16', 'l3')",401
"('i43', 'e03', 'c1', 'p12', 'l3')",400
"('i20', 'e08', 'c5', 'p10', 'l3')",400
"('i25', 'e08', 'c5', 'p01', 'l3')",400
"('i02', 'e09', 'c4', 'p28', 'l3')",400
"('i42', 'e02', 'c5', 'p20', 'l3')",399
"('i03', 'e01', 'c5', 'p03', 'l3')",399
"('i09', 'e09', 'c5', 'p15', 'l3')",399
"('i46', 'e01', 'c4', 'p28', 'l3')",399
"('i20', 'e08', 'c5', 'p29', 'l3')",399
"('i38', 'e09', 'c4', 'p23', 'l2')",399
"('i48', 'e11', 'c1', 'p29', 'l3')",398
"('i38', 'e10', 'c4', 'p30', 'l4')",398
"('i08', 'e08', 'c1', 'p10', 'l3')",398
"('i03', 'e08', 'c5', 'p02', 'l3')",397
"('i01', 'e04', 'c1', 'p24', 'l3')",396
"('i01', 'e01', 'c1', 'p20', 'l3')",396
"('i09', 'e09', 'c5', 'p07', 'l3')",396
"('i03', 'e09', 'c5', 'p35', 'l3')",396
"('i41', 'e07', 'c1', 'p26', 'l3')",396
"('i38', 'e04', 'c4', 'p29', 'l1')",395
"('i01', 'e11', 'c1', 'p29', 'l3')",395
"('i10', 'e05', 'c3', 'p10', 'l3')",394
"('i46', 'e11', 'c7', 'p35', 'l3')",394
"('i14', 'e01', 'c3', 'p19', 'l3')",394
"('i20', 'e04', 'c5', 'p29', 'l3')",394
"('i16', 'e04', 'c5', 'p35', 'l3')",394
"('i38', 'e01', 'c4', 'p22', 'l3')",393
"('i06', 'e09', 'c3', 'p07', 'l2')",393
"('i46', 'e11', 'c4', 'p28', 'l3')",393
"('i05', 'e04', 'c1', 'p25', 'l3')",393
"('i31', 'e11', 'c1', 'p19', 'l3')",392
"('i32', 'e11', 'c5', 'p21', 'l3')",392
"('i14', 'e13', 'c5', 'p11', 'l3')",392
"('i21', 'e03', 'c1', 'p25', 'l3')",391
"('i43', 'e03', 'c1', 'p02', 'l3')",391
"('i43', 'e01', 'c1', 'p25', 'l3')",391
"('i67', 'e04', 'c5', 'p10', 'l3')",391
"('i38', 'e10', 'c7', 'p15', 'l4')",391
"('i09', 'e09', 'c5', 'p18', 'l3')",390
"('i12', 'e04', 'c5', 'p32', 'l3')",390
"('i23', 'e13', 'c5', 'p15', 'l3')",390
"('i33', 'e08', 'c1', 'p01', 'l3')",390
"('i46', 'e06', 'c1', 'p21', 'l3')",389
"('i38', 'e04', 'c4', 'p14', 'l1')",389
"('i59', 'e09', 'c5', 'p10', 'l3')",389
"('i06', 'e09', 'c3', 'p16', 'l2')",389
"('i38', 'e10', 'c4', 'p28', 'l1')",389
"('i38', 'e10', 'c4', 'p32', 'l1')",388
"('i14', 'e13', 'c5', 'p16', 'l3')",388
"('i38', 'e04', 'c4', 'p06', 'l1')",387
"('i02', 'e11', 'c1', 'p28', 'l3')",387
"('i19', 'e10', 'c5', 'p10', 'l1')",387
"('i68', 'e04', 'c1', 'p35', 'l3')",386
"('i01', 'e09', 'c1', 'p06', 'l3')",386
"('i16', 'e11', 'c5', 'p11', 'l3')",386
"('i12', 'e04', 'c5', 'p02', 'l3')",386
"('i06', 'e10', 'c3', 'p04', 'l1')",385
"('i14', 'e11', 'c3', 'p15', 'l3')",385
"('i25', 'e10', 'c5', 'p24', 'l4')",385
"('i34', 'e03', 'c3', 'p03', 'l3')",385
"('i46', 'e06', 'c1', 'p07', 'l3')",384
"('i38', 'e10', 'c7', 'p32', 'l2')",384
"('i03', 'e04', 'c5', 'p28', 'l3')",383
"('i14', 'e13', 'c5', 'p05', 'l3')",383
"('i07', 'e05', 'c5', 'p35', 'l3')",382
"('i46', 'e09', 'c4', 'p23', 'l3')",382
"('i07', 'e01', 'c5', 'p13', 'l3')",382
"('i43', 'e09', 'c1', 'p20', 'l3')",382
"('i20', 'e04', 'c5', 'p17', 'l3')",381
"('i05', 'e12', 'c4', 'p10', 'l3')",381
"('i01', 'e11', 'c1', 'p16', 'l3')",381
"('i41', 'e11', 'c1', 'p07', 'l3')",381
"('i06', 'e04', 'c3', 'p12', 'l1')",380
"('i23', 'e03', 'c5', 'p20', 'l3')",380
"('i42', 'e02', 'c5', 'p28', 'l3')",379
"('i06', 'e10', 'c3', 'p24', 'l1')",379
"('i03', 'e10', 'c5', 'p03', 'l3')",378
"('i14', 'e11', 'c3', 'p35', 'l3')",378
