leaf,count,diff,isWhiteNoise,max,min,mean,std,diff_smooth,isWhiteNoise_smooth,max_smooth,min_smooth,mean_smooth,std_smooth
"('i67', 'e10', 'c5', 'p11', 'l3')",689,0,0,40,0,0.7053571428571429,2.159096452569129,0,0,7,0,0.5545634920634921,1.4138624234054615
"('i07', 'e04', 'c5', 'p18', 'l3')",688,0,0,27,0,0.4635416666666667,1.5509406248069548,0,0,5,0,0.35168650793650796,0.9395557529140233
"('i06', 'e10', 'c3', 'p21', 'l1')",688,0,0,153,0,0.35912698412698413,2.8352577553779104,0,0,8,0,0.28794642857142855,0.8159943473504457
"('i38', 'e08', 'c4', 'p28', 'l2')",688,0,0,106,0,1.2053571428571428,6.2700465074656595,0,0,20,0,0.6044146825396826,2.1991634310101555
"('i38', 'e10', 'c4', 'p26', 'l4')",687,0,0,57,0,1.4548611111111112,4.2808110718753785,0,0,14,0,1.1212797619047619,3.0037053091859214
"('i46', 'e11', 'c4', 'p08', 'l3')",687,0,0,1758,0,38.44171626984127,168.9817487909134,0,0,544,0,25.015376984126984,93.81672895915727
"('i06', 'e04', 'c3', 'p05', 'l1')",687,0,0,37,0,0.4575892857142857,1.7927562971127964,0,0,5,0,0.3097718253968254,0.8357249891322863
"('i23', 'e03', 'c5', 'p32', 'l3')",686,0,0,36,0,0.5151289682539683,1.757147897408522,0,0,5,0,0.3998015873015873,1.0538007365619142
"('i06', 'e12', 'c3', 'p03', 'l3')",685,0,0,1106,0,1.3501984126984128,19.220857139237612,0,0,57,0,0.7075892857142857,3.7437861138471056
"('i07', 'e11', 'c5', 'p10', 'l3')",684,0,0,255,0,2.326140873015873,10.653127157884654,0,0,34,0,1.4712301587301588,5.555917558358919
"('i06', 'e02', 'c5', 'p08', 'l1')",683,0,1,3,0,0.19196428571428573,0.4519083331624154,0,0,1,0,0.16666666666666666,0.37267799624996495
"('i41', 'e09', 'c1', 'p20', 'l3')",683,0,0,16,0,0.3787202380952381,1.145935514537929,0,0,3,0,0.2802579365079365,0.7087373728169609
"('i01', 'e04', 'c1', 'p15', 'l3')",683,0,0,14,0,0.48487103174603174,1.5099765067137656,0,0,5,0,0.3464781746031746,0.9533995655896372
"('i06', 'e11', 'c3', 'p12', 'l2')",682,0,0,47,0,1.1413690476190477,4.048975339553428,0,0,13,0,0.7075892857142857,2.1182928562794543
"('i07', 'e12', 'c5', 'p14', 'l3')",682,0,0,88,0,1.0612599206349207,4.271359398483426,0,0,13,0,0.6488095238095238,1.981231021497548
"('i67', 'e01', 'c5', 'p19', 'l3')",682,0,0,17,0,0.3189484126984127,0.9206935820032226,0,0,3,0,0.2601686507936508,0.6512509111968194
"('i63', 'e08', 'c1', 'p35', 'l3')",682,0,0,1120,0,4.004464285714286,25.80183332800261,0,0,81,0,2.8896329365079363,11.52044730104079
"('i41', 'e08', 'c1', 'p06', 'l3')",681,0,0,994,0,1.5518353174603174,18.453375707567048,0,0,56,0,1.095734126984127,4.526077620603101
"('i14', 'e05', 'c5', 'p04', 'l3')",681,0,0,21,0,0.37450396825396826,1.1800359625876349,0,0,3,0,0.28125,0.7128814942201736
"('i07', 'e08', 'c5', 'p04', 'l3')",681,0,0,296,0,2.2609126984126986,11.51615841861066,0,0,36,0,1.3177083333333333,5.152149719523965
"('i07', 'e12', 'c5', 'p08', 'l3')",681,0,0,54,0,0.8330853174603174,3.215424538835137,0,0,10,0,0.5334821428571429,1.565966781889932
"('i21', 'e04', 'c1', 'p05', 'l3')",680,0,0,20,0,0.3628472222222222,1.1144962153190732,0,0,3,0,0.27653769841269843,0.6858585140950044
"('i06', 'e11', 'c3', 'p17', 'l2')",680,0,0,112,0,1.0535714285714286,4.386589767071968,0,0,14,0,0.6277281746031746,1.9814504361383505
"('i41', 'e08', 'c1', 'p32', 'l3')",680,0,0,81,0,0.7703373015873016,3.3369523635652683,0,0,10,0,0.5523313492063492,1.6286556930174592
"('i43', 'e08', 'c1', 'p09', 'l3')",680,0,0,118,0,1.1455853174603174,5.053325299444579,0,0,16,0,0.7388392857142857,2.399053103955702
"('i38', 'e06', 'c4', 'p22', 'l3')",680,0,0,87,0,3.3189484126984126,9.010683588687042,0,0,30,0,2.5443948412698414,6.595077930365374
"('i06', 'e10', 'c3', 'p03', 'l1')",679,0,0,20,0,0.3013392857142857,0.9691256654944832,0,0,3,0,0.2435515873015873,0.6076627789278408
"('i07', 'e04', 'c5', 'p02', 'l3')",678,0,0,24,0,0.47643849206349204,1.5497504964914526,0,0,5,0,0.36160714285714285,0.9787900473412959
"('i03', 'e08', 'c5', 'p07', 'l3')",677,0,0,77,0,0.8125,3.688727264161052,0,0,11,0,0.5057043650793651,1.4657015222351832
"('i07', 'e08', 'c5', 'p03', 'l3')",677,0,0,171,0,2.595734126984127,11.66478563308471,0,0,37,0,1.3777281746031746,5.196193470689973
"('i12', 'e09', 'c5', 'p07', 'l3')",676,0,1,18,0,0.31994047619047616,0.9944385013488026,0,0,3,0,0.2326388888888889,0.592149518397548
"('i27', 'e09', 'c5', 'p12', 'l3')",676,0,0,13,0,0.3134920634920635,0.9359108265929171,0,0,3,0,0.25669642857142855,0.64613456807898
"('i38', 'e07', 'c1', 'p22', 'l2')",675,0,0,46,0,0.3211805555555556,1.2191705298651845,0,0,3,0,0.24627976190476192,0.620908072448482
"('i27', 'e08', 'c5', 'p10', 'l3')",675,0,0,114,0,1.1302083333333333,5.0659010382767145,0,0,16,0,0.736359126984127,2.204609942373466
"('i33', 'e04', 'c1', 'p10', 'l3')",675,0,0,44,0,0.6019345238095238,2.302954069905394,1,0,7,0,0.4340277777777778,1.2133977805450156
"('i30', 'e09', 'c1', 'p25', 'l3')",674,0,0,14,0,0.3933531746031746,1.2502124685578613,0,0,4,0,0.2958829365079365,0.7679743726777538
"('i01', 'e01', 'c1', 'p07', 'l3')",674,0,0,16,0,0.42683531746031744,1.3025098271659177,0,0,4,0,0.30084325396825395,0.7980751168263225
"('i06', 'e12', 'c3', 'p35', 'l3')",672,0,1,575,0,1.3687996031746033,16.398547190160972,0,0,44,0,0.5282738095238095,2.3130912363945977
"('i21', 'e04', 'c1', 'p17', 'l3')",672,0,0,21,0,0.38070436507936506,1.2023269023274459,0,0,3,0,0.28000992063492064,0.7023325648491694
"('i16', 'e05', 'c5', 'p10', 'l3')",672,0,0,7,0,0.23660714285714285,0.6232668003298619,0,0,2,0,0.2088293650793651,0.5005368334871817
"('i38', 'e05', 'c1', 'p02', 'l1')",671,0,0,4,0,0.19246031746031747,0.4652217196405345,0,0,1,0,0.16493055555555555,0.3711178618709848
"('i03', 'e10', 'c5', 'p14', 'l3')",670,0,0,30,0,0.6321924603174603,1.958114312641559,0,0,6,0,0.4913194444444444,1.2576843348195463
"('i13', 'e11', 'c5', 'p28', 'l3')",670,0,0,104,0,1.0627480158730158,4.068093668931729,0,0,13,0,0.753968253968254,2.186263057759141
"('i41', 'e08', 'c1', 'p09', 'l3')",670,0,0,177,0,1.2368551587301588,6.578486825972763,0,0,20,0,0.7398313492063492,2.4603040469224413
"('i66', 'e01', 'c3', 'p10', 'l3')",670,0,0,12,0,0.33978174603174605,0.9978273779440656,0,0,3,0,0.27728174603174605,0.7011185450906053
"('i23', 'e08', 'c5', 'p16', 'l3')",669,0,0,157,0,1.4714781746031746,7.270099396544366,0,0,23,0,0.7361111111111112,2.556951611433012
"('i23', 'e01', 'c5', 'p22', 'l3')",669,0,0,16,0,0.44494047619047616,1.4218896005455048,0,0,4,0,0.3134920634920635,0.8309110676347765
"('i34', 'e09', 'c5', 'p31', 'l3')",669,0,0,27,0,0.4347718253968254,1.481938632546828,0,0,4,0,0.30158730158730157,0.7935863069039291
"('i05', 'e09', 'c1', 'p20', 'l3')",669,0,1,16,0,0.38913690476190477,1.2510357015270113,0,0,4,0,0.28695436507936506,0.7697456611362541
"('i16', 'e08', 'c5', 'p28', 'l3')",669,0,0,69,0,0.5143849206349206,2.1060173187973077,0,0,6,0,0.3506944444444444,0.9927962323743754
"('i22', 'e05', 'c5', 'p29', 'l3')",669,0,0,31,0,0.3055555555555556,1.319642842226852,0,0,4,0,0.23139880952380953,0.5932626259355261
"('i21', 'e09', 'c1', 'p13', 'l3')",668,0,0,14,0,0.3531746031746032,1.095069143858593,0,0,3,0,0.25818452380952384,0.656966240041403
"('i21', 'e04', 'c1', 'p13', 'l3')",667,0,0,22,0,0.41021825396825395,1.3748646224785126,0,0,4,0,0.2976190476190476,0.7722970566849082
"('i21', 'e12', 'c1', 'p13', 'l3')",667,0,0,79,0,0.78125,3.2286793987205082,0,0,10,0,0.5183531746031746,1.5893246501334046
"('i03', 'e01', 'c5', 'p17', 'l3')",667,0,0,17,0,0.31200396825396826,0.961756181350141,0,0,3,0,0.25148809523809523,0.6367917539930261
"('i38', 'e10', 'c1', 'p33', 'l2')",666,0,0,121,0,1.5659722222222223,8.110509841441367,0,0,25,0,0.6517857142857143,2.4152863023533255
"('i42', 'e02', 'c5', 'p06', 'l3')",666,0,1,5,0,0.1922123015873016,0.4740371052462647,0,1,1,0,0.16220238095238096,0.3686363635966474
"('i02', 'e01', 'c1', 'p26', 'l3')",666,0,0,27,0,0.4347718253968254,1.4482512879933669,0,0,4,0,0.33705357142857145,0.8789514231588452
"('i21', 'e01', 'c1', 'p15', 'l3')",665,0,0,14,0,0.3521825396825397,1.0590104688002242,0,0,3,0,0.26438492063492064,0.6810512260256386
"('i02', 'e04', 'c4', 'p28', 'l3')",665,0,0,13,0,0.4417162698412698,1.3230915541892927,1,0,4,0,0.36259920634920634,0.9496083100621291
"('i88', 'e01', 'c1', 'p35', 'l3')",663,0,0,28,0,0.37797619047619047,1.2100730790229008,0,0,4,0,0.30357142857142855,0.8104642646428272
"('i14', 'e08', 'c3', 'p32', 'l3')",663,0,0,154,0,1.0922619047619047,8.0657589785252,0,0,25,0,0.47197420634920634,2.295982574729537
"('i46', 'e04', 'c4', 'p15', 'l3')",662,0,0,1281,0,3.040922619047619,29.383565315609854,0,0,87,0,1.9873511904761905,9.645249711217673
"('i14', 'e05', 'c5', 'p12', 'l3')",661,0,0,28,0,0.41294642857142855,1.7259863320891837,0,0,5,0,0.28720238095238093,0.8209526204804367
"('i01', 'e01', 'c1', 'p16', 'l3')",661,0,1,14,0,0.3898809523809524,1.1901450432291447,0,0,3,0,0.24454365079365079,0.6289320676461455
"('i01', 'e01', 'c1', 'p24', 'l3')",660,0,0,11,0,0.35813492063492064,1.0966278097992015,0,0,3,0,0.234375,0.6065768070632634
"('i21', 'e04', 'c1', 'p15', 'l3')",660,0,0,19,0,0.37996031746031744,1.1902277353168005,0,0,3,0,0.26413690476190477,0.6673534773991732
"('i41', 'e11', 'c1', 'p04', 'l3')",660,0,0,80,0,1.148561507936508,4.641140103733846,0,0,15,0,0.7336309523809523,2.2688758296721576
"('i14', 'e12', 'c5', 'p25', 'l3')",659,0,0,5256,0,29.220734126984127,266.6732828172119,0,0,743,0,7.508928571428571,55.80465165621132
"('i06', 'e04', 'c3', 'p03', 'l1')",659,0,0,41,0,0.5290178571428571,2.124510034008255,0,0,6,0,0.35168650793650796,0.9969333598315127
"('i38', 'e10', 'c4', 'p09', 'l1')",658,0,0,21,0,0.31200396825396826,0.9887134657951061,0,0,3,0,0.24578373015873015,0.6302219003680737
"('i22', 'e05', 'c5', 'p06', 'l3')",657,0,0,8,0,0.23933531746031747,0.6700141809257218,0,0,2,0,0.19419642857142858,0.4700726568155795
"('i13', 'e04', 'c5', 'p35', 'l3')",657,0,0,31,0,0.4486607142857143,1.583597469184961,0,0,5,0,0.3229166666666667,0.9021527521953534
"('i20', 'e08', 'c5', 'p19', 'l3')",657,0,0,13,0,0.3306051587301587,0.9827761894474327,0,0,3,0,0.265625,0.6759978707657014
"('i43', 'e09', 'c1', 'p23', 'l3')",657,0,0,25,0,0.4694940476190476,1.633619369379596,0,0,5,0,0.3244047619047619,0.9024435758519043
"('i12', 'e09', 'c5', 'p04', 'l3')",656,0,0,13,0,0.29389880952380953,0.8909724031045074,0,0,2,0,0.2058531746031746,0.5042335318409309
"('i43', 'e04', 'c1', 'p28', 'l3')",656,0,0,36,0,0.6929563492063492,2.6106409976727036,0,0,8,0,0.45461309523809523,1.367828900810334
"('i03', 'e10', 'c5', 'p17', 'l3')",655,0,0,32,0,0.6830357142857143,2.1935669633120423,0,0,7,0,0.48313492063492064,1.288769136253009
"('i06', 'e12', 'c3', 'p01', 'l3')",655,0,0,1740,0,1.9875992063492063,31.26020222336563,0,0,95,0,0.9885912698412699,6.255384093589816
"('i07', 'e09', 'c5', 'p07', 'l3')",654,0,0,17,0,0.3896329365079365,1.2385273770398018,0,0,4,0,0.30282738095238093,0.8133386648221809
"('i20', 'e04', 'c5', 'p15', 'l3')",653,0,0,9,0,0.24677579365079366,0.6910457061479228,0,0,2,0,0.1956845238095238,0.4814528563169249
"('i16', 'e09', 'c5', 'p25', 'l3')",652,0,0,9,0,0.3038194444444444,0.8749746567411961,0,0,2,0,0.21726190476190477,0.5349117666237698
"('i25', 'e10', 'c5', 'p01', 'l4')",652,0,0,30,0,0.6785714285714286,1.8746314830597801,0,0,6,0,0.5773809523809523,1.4078733701238384
"('i27', 'e04', 'c5', 'p01', 'l3')",652,0,0,20,0,0.40773809523809523,1.3631049854091084,0,0,4,0,0.3062996031746032,0.8223562724326765
"('i29', 'e01', 'c5', 'p10', 'l3')",649,0,0,12,0,0.22767857142857142,0.6495173481690558,0,0,2,0,0.20014880952380953,0.48883362321863555
"('i16', 'e11', 'c5', 'p21', 'l3')",648,0,0,47,0,0.2829861111111111,1.3722115346544952,0,0,4,0,0.21750992063492064,0.5704886428039104
"('i41', 'e07', 'c1', 'p09', 'l3')",648,0,0,40,0,0.49429563492063494,2.0204724026970307,0,0,6,0,0.3226686507936508,0.9116758189937156
"('i13', 'e01', 'c5', 'p19', 'l3')",647,0,0,18,0,0.3869047619047619,1.2946804865905241,0,0,4,0,0.29017857142857145,0.7799081446837126
"('i66', 'e04', 'c3', 'p21', 'l3')",647,0,0,10,0,0.25669642857142855,0.7620264591935468,0,0,2,0,0.20386904761904762,0.5001040672595746
"('i02', 'e11', 'c1', 'p08', 'l3')",644,0,0,9,0,0.2152777777777778,0.6060907148154786,0,0,2,0,0.18427579365079366,0.44878669250149744
"('i12', 'e01', 'c5', 'p06', 'l3')",642,0,0,13,0,0.26612103174603174,0.82997121366349,0,0,2,0,0.19345238095238096,0.48106692117943556
"('i06', 'e11', 'c3', 'p23', 'l2')",641,0,0,49,0,0.8087797619047619,3.2808203307656187,0,0,10,0,0.5188492063492064,1.5785145547265305
"('i38', 'e10', 'c4', 'p06', 'l1')",641,0,0,211,0,0.5463789682539683,6.368778615621347,0,0,16,0,0.3271329365079365,1.1706470849095598
"('i21', 'e03', 'c1', 'p06', 'l3')",641,0,0,9,0,0.2435515873015873,0.69200944268653,0,0,2,0,0.20114087301587302,0.5004647522553726
"('i21', 'e01', 'c1', 'p17', 'l3')",641,0,0,35,0,0.34052579365079366,1.258055204728398,0,0,4,0,0.27033730158730157,0.7270517528395102
"('i43', 'e08', 'c1', 'p05', 'l3')",641,0,0,66,0,0.8194444444444444,3.759464100942934,0,0,12,0,0.46999007936507936,1.5604843188655857
"('i46', 'e11', 'c4', 'p13', 'l3')",640,0,0,930,0,19.676835317460316,83.19233296996055,0,0,266,0,12.39360119047619,44.95548491271979
"('i03', 'e04', 'c5', 'p23', 'l3')",640,0,0,37,0,0.4506448412698413,1.8059493229865589,0,0,5,0,0.28794642857142855,0.8105049065115574
"('i48', 'e08', 'c1', 'p19', 'l3')",640,0,0,33,0,0.49975198412698413,2.040147621972613,0,0,6,0,0.30084325396825395,0.8796753116929621
"('i46', 'e01', 'c4', 'p16', 'l3')",640,0,0,58,0,0.8043154761904762,3.3133554941529444,0,0,10,0,0.59375,1.8375602314391402
"('i03', 'e01', 'c5', 'p01', 'l3')",639,0,0,19,0,0.34350198412698413,1.1796944544874508,0,0,3,0,0.24553571428571427,0.6379452310129051
"('i49', 'e08', 'c1', 'p01', 'l3')",639,0,0,30,0,0.43452380952380953,1.6073302359902102,0,0,5,0,0.3090277777777778,0.8653021809216479
"('i14', 'e11', 'c3', 'p19', 'l3')",638,0,0,1989,0,9.114335317460318,87.73209904720639,0,0,253,0,3.6532738095238093,23.079976960655603
"('i30', 'e01', 'c1', 'p28', 'l3')",638,0,0,11,0,0.33903769841269843,1.0212930775081808,0,0,3,0,0.2728174603174603,0.7095404269475525
"('i01', 'e01', 'c1', 'p18', 'l3')",637,0,0,15,0,0.3836805555555556,1.195378644741679,0,0,3,0,0.2418154761904762,0.6418811311963332
"('i88', 'e04', 'c1', 'p35', 'l3')",636,0,0,16,0,0.42137896825396826,1.3577632762450051,0,0,4,0,0.30654761904761907,0.8417885258992314
"('i46', 'e01', 'c1', 'p26', 'l3')",636,0,0,39,0,0.660218253968254,2.6772714640184967,0,0,8,0,0.44047619047619047,1.3707287814481206
"('i25', 'e08', 'c5', 'p21', 'l3')",636,0,0,173,0,1.2021329365079365,5.969629270330364,0,0,19,0,0.7884424603174603,2.597911125679106
"('i46', 'e01', 'c4', 'p08', 'l3')",636,0,0,124,0,1.0615079365079365,6.1275858250691035,0,0,19,0,0.699156746031746,2.6676931215021806
"('i38', 'e01', 'c4', 'p29', 'l3')",635,0,0,27,0,0.4565972222222222,1.7018900349154953,0,0,5,0,0.29017857142857145,0.8295286765718844
"('i43', 'e08', 'c1', 'p28', 'l3')",635,0,0,85,0,0.8070436507936508,3.701668702171264,0,0,11,0,0.4972718253968254,1.5658472076477499
"('i41', 'e04', 'c1', 'p20', 'l3')",635,0,0,73,0,0.4908234126984127,2.0340394745177117,0,0,6,0,0.3819444444444444,1.0554804954515546
"('i14', 'e05', 'c5', 'p18', 'l3')",634,0,0,20,0,0.35342261904761907,1.3358767378372631,0,0,4,0,0.2681051587301587,0.7564501610050054
"('i14', 'e04', 'c5', 'p31', 'l3')",633,0,0,304,0,2.2457837301587302,13.760921242897487,0,0,43,0,1.253968253968254,5.335005701989646
"('i13', 'e12', 'c5', 'p01', 'l3')",633,0,0,12,0,0.35168650793650796,1.0636150232089343,0,0,3,0,0.26686507936507936,0.6945174281376231
"('i27', 'e09', 'c5', 'p17', 'l3')",633,0,0,16,0,0.2819940476190476,0.901439100741432,0,0,2,0,0.20386904761904762,0.5069995291260274
"('i27', 'e08', 'c5', 'p16', 'l3')",633,0,0,136,0,1.2442956349206349,6.0063286894157235,0,0,19,0,0.8263888888888888,2.6295063465493307
"('i38', 'e10', 'c4', 'p23', 'l2')",632,0,1,56,0,0.5885416666666666,2.3292050333857697,0,0,7,0,0.4055059523809524,1.1091249598453146
"('i02', 'e01', 'c4', 'p17', 'l3')",632,0,0,8,0,0.26438492063492064,0.7516789531851358,0,0,2,0,0.1996527777777778,0.5015550010908756
"('i13', 'e11', 'c5', 'p32', 'l3')",632,0,0,62,0,0.9002976190476191,3.2968960737255144,0,0,10,0,0.6237599206349206,1.7582179351380942
"('i42', 'e05', 'c3', 'p16', 'l3')",632,0,0,31,0,0.8762400793650794,3.712552568958794,0,0,12,0,0.4660218253968254,1.6880580345755538
"('i03', 'e09', 'c5', 'p17', 'l3')",632,0,0,19,0,0.28075396825396826,0.8737500295116187,0,0,2,0,0.20907738095238096,0.5215465991867835
"('i21', 'e03', 'c1', 'p08', 'l3')",632,0,0,14,0,0.25396825396825395,0.7555903603428138,0,0,2,0,0.1984126984126984,0.4968326866953392
"('i13', 'e09', 'c5', 'p19', 'l3')",631,0,0,39,0,0.4000496031746032,1.4628094563120766,0,0,4,0,0.279265873015873,0.7678992787647431
"('i09', 'e04', 'c5', 'p24', 'l3')",631,0,0,20563,0,10.805803571428571,391.7958142395146,0,0,988,0,1.533234126984127,22.877247193305344
"('i14', 'e05', 'c5', 'p02', 'l3')",631,0,0,30,0,0.4771825396825397,2.09330357084087,0,0,6,0,0.30952380952380953,0.9411917109360314
"('i14', 'e08', 'c3', 'p06', 'l3')",631,0,0,102,0,2.220734126984127,9.656341296724934,0,0,31,0,1.2658730158730158,5.168658029425517
"('i14', 'e05', 'c3', 'p01', 'l3')",631,0,0,18,0,1.4260912698412698,3.6949657138585805,0,0,12,0,1.3286210317460319,3.47809104890575
"('i41', 'e07', 'c1', 'p08', 'l3')",630,0,0,24,0,0.4007936507936508,1.4930657727857972,0,0,4,0,0.28249007936507936,0.766880760674081
"('i21', 'e12', 'c1', 'p16', 'l3')",629,0,0,39,0,0.6088789682539683,2.3641776258273035,0,0,7,0,0.38665674603174605,1.169660501056725
"('i42', 'e02', 'c5', 'p22', 'l3')",629,0,1,7,0,0.19072420634920634,0.49709799835606683,0,1,1,0,0.15128968253968253,0.35833101246853394
"('i21', 'e09', 'c1', 'p15', 'l3')",628,0,0,11,0,0.3291170634920635,1.0206525176047745,0,0,3,0,0.24801587301587302,0.6523735903110647
"('i43', 'e07', 'c1', 'p10', 'l3')",628,0,0,46,0,0.43005952380952384,1.6295172855046685,0,0,5,0,0.33903769841269843,0.9287001639983573
"('i16', 'e11', 'c5', 'p24', 'l3')",628,0,0,60,0,0.28174603174603174,1.622169123630103,0,0,5,0,0.20833333333333334,0.5723888261085888
"('i06', 'e11', 'c3', 'p04', 'l2')",627,0,0,97,0,1.0257936507936507,4.68568926561802,0,0,15,0,0.515625,1.7551663835597395
"('i38', 'e09', 'c1', 'p33', 'l2')",626,0,0,29,0,0.5409226190476191,2.0153950984217333,0,0,6,0,0.3288690476190476,0.9761439721065973
"('i25', 'e10', 'c5', 'p19', 'l4')",625,0,0,31,0,0.652281746031746,1.8364758651174418,0,0,6,0,0.5493551587301587,1.3622404299321178
"('i09', 'e04', 'c5', 'p05', 'l3')",624,0,0,11,0,0.2604166666666667,0.791598132998472,0,0,2,0,0.1956845238095238,0.49366143738445634
"('i03', 'e08', 'c5', 'p23', 'l3')",624,0,0,102,0,1.1909722222222223,4.523608468755167,0,0,14,0,0.9122023809523809,2.888422756892421
"('i38', 'e01', 'c4', 'p09', 'l3')",624,0,0,23,0,0.4759424603174603,1.7677435522525473,0,0,5,0,0.29637896825396826,0.8420418678288587
"('i46', 'e11', 'c4', 'p24', 'l3')",623,0,0,1547,0,21.12921626984127,110.29565884791337,0,0,346,0,12.403521825396826,46.89511068595041
"('i01', 'e04', 'c1', 'p17', 'l3')",623,0,1,16,0,0.42658730158730157,1.3980100158021738,0,0,4,0,0.27976190476190477,0.7906366374745145
"('i38', 'e09', 'c4', 'p09', 'l2')",623,0,0,36,0,0.45982142857142855,1.8324870254031747,0,0,5,0,0.2767857142857143,0.8068879970577815
"('i46', 'e11', 'c4', 'p29', 'l3')",622,0,0,1864,0,33.154513888888886,150.64104154341052,0,0,485,0,23.739831349206348,84.90862280684856
"('i06', 'e11', 'c3', 'p18', 'l2')",621,0,0,129,0,1.2934027777777777,5.501801303915842,0,0,17,0,0.6793154761904762,2.328138078460883
"('i38', 'e04', 'c4', 'p16', 'l1')",621,0,0,41,0,0.7428075396825397,3.0456306288262764,0,0,9,0,0.42931547619047616,1.3534434800350463
"('i03', 'e09', 'c5', 'p11', 'l3')",621,0,0,15,0,0.2770337301587302,0.8711014800497219,0,0,2,0,0.18874007936507936,0.480102295544705
"('i06', 'e02', 'c5', 'p22', 'l1')",620,0,1,4,0,0.17410714285714285,0.43523415111659836,0,1,1,0,0.15252976190476192,0.3595336335282675
"('i43', 'e09', 'c1', 'p08', 'l3')",620,0,0,37,0,0.5128968253968254,1.9052018237853439,0,0,6,0,0.33630952380952384,0.989524031520668
"('i38', 'e06', 'c4', 'p28', 'l3')",620,0,0,87,0,3.267609126984127,9.211420105236478,0,0,30,0,2.4211309523809526,6.492649225011464
"('i06', 'e04', 'c3', 'p16', 'l1')",619,0,0,46,0,0.5262896825396826,2.3834547345480637,0,0,7,0,0.33035714285714285,1.0014825673802015
"('i01', 'e01', 'c1', 'p22', 'l3')",618,0,0,11,0,0.3586309523809524,1.125046255977757,0,0,3,0,0.2371031746031746,0.6407401638800002
"('i38', 'e11', 'c4', 'p31', 'l2')",618,0,0,12,0,0.18377976190476192,0.5267683739074981,0,0,1,0,0.15104166666666666,0.35808948825289777
"('i20', 'e04', 'c5', 'p35', 'l3')",617,0,0,8,0,0.21651785714285715,0.5992678880644694,0,0,2,0,0.18253968253968253,0.461743480816015
"('i13', 'e12', 'c5', 'p11', 'l3')",617,0,0,112,0,0.4020337301587302,2.414577469456123,0,0,7,0,0.3152281746031746,0.9314746839422097
"('i12', 'e08', 'c5', 'p35', 'l3')",617,0,0,24,0,0.40327380952380953,1.3049695902117993,0,0,4,0,0.30431547619047616,0.8448027545679327
"('i27', 'e09', 'c5', 'p15', 'l3')",617,0,0,13,0,0.26686507936507936,0.8178400788019838,0,0,2,0,0.19295634920634921,0.4884275771233727
"('i27', 'e01', 'c5', 'p35', 'l3')",617,0,0,20,0,0.3978174603174603,1.3539973148363427,0,0,4,0,0.2728174603174603,0.7542703811956993
"('i20', 'e09', 'c5', 'p35', 'l3')",616,0,0,4,0,0.17609126984126985,0.445706812936921,0,1,1,0,0.1488095238095238,0.35590061735420825
"('i13', 'e08', 'c5', 'p31', 'l3')",616,0,0,75,0,0.7926587301587301,3.515437281528472,0,0,11,0,0.5416666666666666,1.612589975341354
"('i48', 'e11', 'c1', 'p13', 'l3')",615,0,0,9,0,0.2750496031746032,0.7743997275410907,0,0,2,0,0.21354166666666666,0.543983284430762
"('i46', 'e04', 'c4', 'p13', 'l3')",615,0,0,90,0,1.003968253968254,5.128941005730328,0,0,16,0,0.6609623015873016,2.2995824039824737
"('i38', 'e09', 'c4', 'p06', 'l2')",615,0,0,38,0,0.46924603174603174,1.7965869943749646,0,0,5,0,0.2904265873015873,0.8569438687648977
"('i48', 'e04', 'c1', 'p10', 'l3')",615,0,0,10,0,0.2152777777777778,0.6321297478189121,0,0,2,0,0.18501984126984128,0.46557461467368066
"('i38', 'e12', 'c4', 'p19', 'l3')",614,0,1,2098,0,4.030009920634921,57.552799621268925,0,0,162,0,0.8072916666666666,7.575107810423145
"('i03', 'e01', 'c5', 'p23', 'l3')",614,0,0,24,0,0.41443452380952384,1.5225227008754658,0,0,4,0,0.2378472222222222,0.6627310382348959
"('i89', 'e01', 'c1', 'p35', 'l3')",614,0,0,18,0,0.3030753968253968,0.9904857245340767,0,0,3,0,0.23189484126984128,0.6248369476622391
"('i03', 'e08', 'c5', 'p11', 'l3')",614,0,0,90,0,0.6473214285714286,3.4611108708297307,0,0,11,0,0.41393849206349204,1.2834934053642812
"('i27', 'e01', 'c5', 'p03', 'l3')",614,0,0,14,0,0.28621031746031744,0.869129013139506,0,0,2,0,0.2105654761904762,0.5355029138229488
"('i33', 'e03', 'c1', 'p03', 'l3')",614,1,0,14,0,0.3834325396825397,1.2874560107343824,1,0,4,0,0.28869047619047616,0.7823645677645582
"('i46', 'e04', 'c4', 'p21', 'l3')",612,0,0,230,0,2.5424107142857144,13.019566583789434,0,0,41,0,1.6470734126984128,6.5162111921089645
"('i41', 'e05', 'c1', 'p11', 'l3')",612,0,0,5,0,0.2197420634920635,0.5958080521913577,0,0,2,0,0.19469246031746032,0.49355127572375906
"('i76', 'e01', 'c5', 'p35', 'l3')",610,0,0,12,0,0.2681051587301587,0.8275361336121251,0,0,2,0,0.19444444444444445,0.4988964894956072
"('i21', 'e09', 'c1', 'p05', 'l3')",609,0,0,11,0,0.28869047619047616,0.8782485453273546,0,0,2,0,0.19990079365079366,0.5153593195561116
"('i06', 'e01', 'c3', 'p03', 'l3')",609,0,0,13,0,0.3115079365079365,0.9762489497263358,0,0,3,0,0.23313492063492064,0.6324659580923139
"('i07', 'e04', 'c5', 'p12', 'l3')",609,0,0,22,0,0.4069940476190476,1.4372733402962965,0,0,4,0,0.27802579365079366,0.7895229568129654
