i17,e08,c5,p08,l3,15
i02,e08,c1,p08,l3,26
i38,e10,c4,p10,l2,11615
i16,e04,c5,p16,l3,2
i26,e04,c1,p35,l3,1
i06,e10,c5,p23,l1,11616
i42,e02,c3,p06,l3,11614
i38,e08,c1,p18,l2,11618
i17,e08,c5,p35,l3,4
i17,e09,c5,p11,l3,1
i06,e12,c5,p20,l3,3
i16,e04,c5,p07,l3,3
i12,e04,c5,p12,l3,1
i12,e09,c5,p12,l3,1
i06,e10,c5,p12,l1,11614
i17,e09,c5,p24,l3,1
i06,e10,c5,p25,l3,852
i46,e08,c4,p35,l3,37
i06,e10,c5,p21,l4,375
i06,e10,c5,p35,l3,2712
i38,e10,c1,p10,l4,1586
i38,e10,c1,p04,l4,129
i06,e10,c5,p07,l4,334
i38,e06,c1,p19,l3,168
i06,e11,c5,p17,l2,11703
i06,e10,c5,p10,l2,11644
i05,e07,c1,p11,l3,6
i38,e06,c1,p15,l3,85
i05,e09,c1,p12,l3,1
i06,e10,c5,p32,l2,11616
i06,e10,c3,p10,l4,4
i06,e11,c5,p03,l2,11713
i14,e08,c5,p13,l3,3
i06,e08,c3,p05,l2,11615
i05,e12,c1,p02,l3,11623
i05,e01,c1,unknown,l3,4
i01,e08,c1,p35,l3,13
i20,e04,c5,p21,l3,4
i06,e10,c5,p08,l1,11616
i34,e03,c5,p14,l3,1
i38,e09,c1,p07,l2,11615
i34,e01,c5,p24,l3,1
i38,e11,c1,unknown,l2,11614
i38,e10,c4,p16,l3,4
i21,e12,c1,p02,l3,11614
i38,e01,c1,p29,l3,1
i14,e08,c3,p24,l3,1
i06,e08,c5,p30,l2,11614
i39,e04,c5,p21,l3,3
i38,e08,c1,p32,l2,11623
i06,e10,c5,p15,l3,6146
i06,e10,c5,p29,l4,223
i38,e06,c1,p10,l3,629
i06,e11,c5,p35,l2,11861
i38,e06,c1,p18,l3,86
i05,e08,c1,p35,l3,281
i38,e08,c1,p12,l2,11701
i14,e12,c5,p12,l3,2
i38,e04,c1,p11,l1,11624
i38,e11,c1,p09,l2,11619
i02,e08,c1,p14,l3,14
i06,e11,c5,p22,l2,11622
i16,e08,c5,p11,l3,8
i42,e05,c5,p22,l3,3
i38,e07,c1,p12,l2,11616
i38,e11,c4,p16,l2,11614
i17,e01,c5,p10,l3,3
i34,e03,c5,p12,l3,3
i38,e11,c1,p20,l2,11614
i38,e11,c1,p24,l2,11623
i02,e09,c1,p01,l3,6
i34,e05,c5,p14,l3,1
i38,e04,c1,p12,l1,11615
i20,e02,c5,p35,l3,11614
i46,e01,c1,p21,l3,1
i46,e05,c1,p13,l3,1
i06,e08,c3,p29,l2,11615
i06,e12,c5,p13,l3,30
i06,e08,c5,p04,l2,11942
i17,e08,c5,p29,l3,1
i06,e10,c5,p28,l3,1114
i13,e08,c5,p23,l3,4
i38,e10,c1,p05,l4,197
i38,e11,c1,p13,l2,11672
i38,e10,c1,p24,l4,150
i38,e10,c1,p18,l1,11615
i06,e10,c5,p07,l2,11636
i38,e09,c1,p10,l2,11641
i06,e07,c5,p10,l2,11767
i02,e08,c1,p09,l3,3
i34,e03,c5,p03,l3,14
i06,e11,c5,p05,l2,11693
i34,e04,c5,p06,l3,3
i06,e04,c5,p04,l1,11624
i06,e04,c5,p10,l1,11661
i42,e05,c5,p05,l3,1
i34,e03,c5,p16,l3,1
i05,e12,c1,p21,l3,8
i05,e04,c1,p10,l3,9
i12,e08,c5,p03,l3,4
i34,e09,c5,p07,l3,1
i42,e05,c5,p12,l3,3
i03,e08,c5,p10,l3,6
i06,e04,c5,p09,l1,11617
i38,e06,c4,p19,l3,1
i23,e01,c5,p03,l3,1
i39,e01,c5,p13,l3,1
i14,e08,c3,p35,l3,1
i06,e08,c5,p07,l2,12232
i06,e08,c5,p19,l2,13639
i06,e08,c5,p08,l2,11722
i38,e01,c1,p13,l3,58
i38,e11,c1,p19,l2,11675
i38,e10,c1,p18,l4,164
i06,e10,c3,p24,l4,68
i14,e08,c5,p19,l3,146
i38,e06,c1,p22,l3,29
i06,e07,c5,p29,l2,11620
i12,e08,c5,p15,l3,8
i02,e01,c1,p13,l3,7
i06,e07,c5,p30,l2,11624
i14,e08,c5,p11,l3,8
i46,e08,c4,p19,l3,2
i06,e08,c3,p19,l2,11631
i34,e03,c5,p24,l3,1
i46,e11,c1,p01,l3,24
i02,e08,c1,p05,l3,42
i46,e04,c1,p13,l3,1
i80,e09,c3,p35,l3,1
i15,e01,c2,p35,l3,20
i06,e01,c5,p03,l3,2
i05,e06,c1,p10,l3,5
i07,e12,c5,p19,l3,1
i80,e04,c3,p35,l3,1
i38,e10,c1,p23,l1,11618
i06,e04,c5,p25,l1,11614
i07,e11,c5,p35,l3,1
i38,e11,c1,p31,l2,11614
i38,e10,c1,p24,l3,697
i06,e10,c5,p31,l3,133
i46,e11,c1,p03,l3,67
i06,e10,c5,p13,l2,11633
i06,e12,c5,p08,l3,19
i38,e10,c1,p25,l3,59
i38,e10,c4,p11,l3,2
i14,e08,c5,p09,l3,14
i38,e01,c4,p19,l3,2
i06,e10,c5,p16,l4,358
i16,e01,c5,p05,l3,7
i46,e04,c1,p35,l3,23
i34,e03,c5,p17,l3,1
i16,e08,c5,p21,l3,2
i21,e12,c1,p15,l3,15
i14,e08,c5,p31,l3,2
i17,e08,c5,p03,l3,4
i02,e09,c4,p35,l3,1
i38,e04,c1,p02,l1,23228
i30,e01,c1,p19,l3,3
i02,e04,c1,p11,l3,1
i06,e10,c5,p11,l1,11626
i34,e04,c5,p29,l3,1
i34,e01,c5,p13,l3,1
i06,e05,c5,p35,l1,11614
i34,e08,c5,p21,l3,3
i12,e04,c5,p05,l3,1
i38,e09,c1,p21,l2,11615
i38,e01,c1,p05,l3,1
i06,e10,c5,p32,l1,11614
i02,e01,c1,p06,l3,1
i02,e09,c1,p23,l3,1
i12,e01,c5,p19,l3,1
i02,e04,c1,p02,l3,11614
i14,e08,c5,p14,l3,10
i06,e10,c5,p02,l3,12792
i38,e10,c4,p19,l3,172
i38,e10,c1,p16,l4,180
i38,e11,c1,p10,l2,11754
i06,e10,c5,p25,l4,82
i02,e08,c1,p16,l3,51
i38,e06,c1,p01,l3,117
i46,e08,c4,p15,l3,8
i06,e04,c5,p21,l1,11639
i46,e09,c4,p01,l3,2
i05,e12,c1,p22,l3,8
i17,e04,c5,p08,l3,15
i38,e10,c4,p35,l3,1
i38,e09,c1,p11,l2,11623
i06,e10,c5,p33,l3,4
i14,e12,c5,p22,l3,1
i17,e11,c5,p10,l3,10
i17,e09,c5,p17,l3,1
i17,e01,c5,p11,l3,1
i38,e10,c1,p15,l2,11624
i17,e01,c5,p15,l3,1
i12,e09,c5,p17,l3,1
i17,e04,c5,p24,l3,2
i34,e04,c5,p16,l3,1
i38,e10,c1,p15,l1,11615
i06,e12,c5,p01,l3,77
i38,e10,c1,p03,l4,285
i38,e10,c1,p21,l3,1159
i38,e10,c1,p29,l4,239
i38,e10,c1,p16,l3,771
i06,e10,c3,p10,l3,25
i38,e08,c1,p15,l2,11646
i06,e12,c5,p19,l3,178
i38,e10,c4,p10,l4,64
i38,e10,c4,p10,l3,729
i38,e10,c1,p35,l2,11688
i07,e12,c5,p07,l3,7
i06,e02,c5,p19,l1,23227
i06,e07,c5,p19,l2,11669
i15,e09,c2,p35,l3,21
i12,e08,c5,p18,l3,6
i13,e08,c5,p12,l3,1
i38,e11,c1,p07,l2,11639
i06,e10,c5,p09,l2,11617
i38,e07,c1,p29,l2,11617
i02,e01,c1,p17,l3,8
i38,e04,c1,p10,l1,11635
i02,e04,c1,p19,l3,33
i02,e01,c1,p16,l3,8
i06,e10,c3,p24,l3,104
i17,e09,c5,p04,l3,1
i38,e10,c1,p06,l4,19
i07,e04,c5,p07,l3,1
i38,e10,c1,p31,l4,22
i38,e08,c1,p17,l2,11630
i46,e11,c1,p15,l3,3
i38,e04,c1,p35,l1,11621
i02,e09,c1,p29,l3,6
i12,e08,c5,p29,l3,6
i39,e04,c5,p35,l3,7
i38,e10,c4,p07,l4,3
i38,e10,c1,p08,l2,11615
i06,e10,c5,p26,l1,11616
i26,e01,c1,p35,l3,1
i06,e09,c5,p12,l2,11615
i38,e10,c1,p16,l2,11619
i14,e11,c5,p04,l3,1
i02,e01,c1,p03,l3,1
i14,e13,c5,p01,l3,1
i17,e09,c5,p01,l3,1
i34,e09,c5,p12,l3,1
i06,e01,c5,p19,l3,38
i06,e10,c5,p20,l3,494
i06,e09,c5,p24,l2,11622
i17,e09,c5,p10,l3,3
i66,e04,c3,p35,l3,3
i02,e08,c1,p23,l3,38
i38,e08,c1,p24,l2,11618
i38,e10,c1,p28,l4,32
i02,e01,c1,p11,l3,26
i06,e01,c5,p21,l3,16
i06,e10,c5,p30,l3,67
i38,e10,c4,p14,l3,4
i31,e08,c1,p35,l3,1
i14,e08,c3,p19,l3,2
i38,e10,c4,p15,l3,34
i38,e12,c1,p05,l3,6
i38,e10,c1,p22,l4,36
i06,e10,c5,p16,l2,11634
i38,e07,c1,p17,l2,11629
i06,e10,c5,p29,l1,11622
i38,e04,c1,p17,l1,11614
i06,e07,c5,p24,l2,11615
i02,e01,c1,p29,l3,6
i38,e09,c1,p04,l2,11617
i01,e08,c1,p10,l3,1
i34,e08,c5,p12,l3,2
i38,e09,c1,p25,l2,11616
i38,e06,c4,p16,l3,1
i38,e10,c4,p03,l4,11
i17,e08,c5,p14,l3,2
i42,e05,c5,p01,l3,1
i02,e08,c1,p24,l3,1
i06,e10,c5,p17,l3,3528
i38,e10,c1,p11,l3,2261
i06,e10,c5,p09,l3,2235
i06,e10,c5,p09,l4,243
i06,e10,c5,p10,l4,1272
i38,e06,c1,p03,l3,80
i06,e10,c5,p18,l4,206
i06,e10,c5,p05,l4,437
i34,e03,c5,p29,l3,8
i06,e07,c5,p17,l2,11630
i23,e04,c5,p10,l3,1
i14,e08,c5,p07,l3,15
i17,e04,c5,p11,l3,9
i06,e12,c5,p21,l3,31
i16,e08,c5,p22,l3,10
i34,e09,c5,p13,l3,1
i06,e10,c5,p14,l4,168
i38,e11,c1,p32,l2,11616
i06,e04,c5,p32,l1,11627
i06,e10,c5,p21,l2,11615
i34,e03,c5,p22,l3,14
i06,e09,c5,p20,l2,11616
i14,e08,c5,p23,l3,2
i34,e09,c5,p35,l3,3
i02,e04,c1,p21,l3,1
i14,e08,c3,p17,l3,1
i14,e04,c5,p03,l3,2
i05,e01,c1,p18,l3,1
i05,e03,c1,p15,l3,1
i06,e10,c5,p15,l2,11616
i17,e09,c5,p08,l3,1
i42,e05,c5,p29,l3,1
i42,e05,c5,p32,l3,1
i38,e04,c1,p21,l1,11614
i23,e03,c5,p13,l3,1
i06,e11,c5,p15,l2,11705
i06,e10,c5,p22,l3,1345
i06,e11,c5,p32,l2,11635
i06,e01,c5,p25,l3,9
i38,e06,c1,p04,l3,127
i38,e06,c1,p20,l3,29
i14,e08,c5,p03,l3,50
i07,e12,c5,p35,l3,46
i38,e06,c1,p12,l3,63
i46,e09,c1,p35,l3,17
i46,e08,c1,p35,l3,179
i14,e12,c5,p03,l3,2
i06,e04,c5,p19,l1,11676
i47,e04,c1,p35,l3,45
i16,e08,c5,p20,l3,10
i16,e08,c5,p10,l3,48
i38,e08,c4,p11,l2,11614
i39,e04,c5,p05,l3,4
i14,e08,c5,p20,l3,2
i06,e10,c5,p19,l1,11674
i38,e01,c1,p04,l3,4
i23,e08,c5,p09,l3,2
i34,e03,c5,p05,l3,10
i20,e08,c5,p11,l3,1
i38,e11,c1,p03,l2,11649
i14,e12,c5,p17,l3,1
i34,e03,c5,p06,l3,24
i06,e04,c5,p23,l1,11617
i17,e01,c5,p04,l3,2
i38,e11,c1,p14,l2,11624
i38,e08,c1,p16,l2,11620
i02,e09,c1,p05,l3,6
i06,e10,c5,p15,l1,11638
i46,e08,c1,p03,l3,6
i38,e08,c1,unknown,l2,11615
i38,e08,c1,p06,l2,11616
i14,e12,c5,p31,l3,1
i14,e12,c5,p08,l3,2
i39,e04,c5,p19,l3,1
i17,e09,c5,p12,l3,1
i38,e12,c1,p16,l3,1
i06,e10,c3,p16,l4,1
i02,e09,c1,p09,l3,1
i47,e01,c4,p35,l3,7
i14,e04,c5,p05,l3,1
i14,e12,c5,p29,l3,1
i39,e04,c5,p07,l3,1
i14,e12,c5,p02,l3,11614
i38,e10,c1,p29,l3,1298
i06,e09,c5,p18,l2,11620
i06,e10,c5,p28,l4,171
i38,e06,c1,p25,l3,86
i06,e01,c5,p08,l3,1
i38,e10,c4,p18,l3,6
i03,e08,c5,p17,l3,2
i38,e10,c1,p26,l4,53
i34,e03,c5,p07,l3,4
i38,e07,c1,p19,l2,11617
i12,e04,c5,p19,l3,7
i38,e10,c1,p23,l4,114
i38,e06,c1,p21,l3,17
i06,e10,c5,p03,l2,11617
i02,e09,c1,p28,l3,4
i47,e04,c4,p35,l3,2
i06,e10,c3,p21,l4,5
i03,e09,c5,p10,l3,1
i06,e09,c5,p25,l2,11616
i30,e09,c1,p19,l3,3
i38,e01,c1,p21,l3,2
i12,e04,c5,p17,l3,2
i06,e12,c5,p03,l3,55
i06,e10,c5,p11,l3,4209
i34,e03,c5,p19,l3,16
i34,e01,c5,p32,l3,1
i14,e08,c5,p35,l3,21
i38,e10,c1,p05,l1,11615
i06,e09,c5,p15,l2,11625
i06,e01,c5,p17,l3,2
i38,e11,c4,p21,l2,11614
i02,e09,c1,p16,l3,6
i38,e10,c4,p35,l4,8
i02,e11,c1,p17,l3,3
i06,e10,c5,p12,l2,11623
i38,e10,c4,p13,l4,7
i38,e10,c1,p20,l4,20
i14,e11,c5,p14,l3,1
i05,e12,c1,p09,l3,2
i17,e09,c5,p03,l3,2
i38,e08,c1,p08,l2,11614
i06,e10,c5,p03,l3,4736
i06,e10,c5,p13,l3,2922
i06,e11,c5,p01,l2,11658
i38,e06,c1,p07,l3,42
i38,e06,c1,p24,l3,90
i02,e09,c1,p11,l3,13
i06,e09,c5,p05,l2,11620
i06,e11,c5,p24,l2,11654
i14,e08,c5,p25,l3,4
i46,e08,c1,p19,l3,44
i38,e06,c1,p11,l3,98
i01,e01,c1,p01,l3,1
i06,e01,c5,p32,l3,2
i06,e10,c3,p01,l4,5
i06,e10,c5,p04,l2,11619
i15,e09,c6,p35,l3,11621
i02,e08,c1,p21,l3,3
i06,e10,c3,p19,l1,11615
i23,e08,c5,p07,l3,1
i06,e09,c5,p01,l2,11616
i33,e10,c1,p03,l3,1
i06,e12,c5,p15,l3,66
i06,e01,c5,p16,l3,17
i06,e10,c5,p26,l3,526
i38,e06,c1,p13,l3,349
i06,e10,c5,p17,l4,279
i06,e11,c5,p11,l2,11715
i06,e11,c5,p04,l2,11626
i34,e08,c5,p19,l3,9
i02,e08,c4,p28,l3,3
i06,e12,c5,p11,l3,49
i06,e10,c5,p29,l2,11622
i06,e11,c5,p12,l2,11652
i14,e08,c5,p01,l3,23
i06,e12,c5,p06,l3,34
i17,e04,c5,p18,l3,12
i80,e01,c3,p35,l3,3
i06,e10,c5,p04,l4,128
i02,e01,c1,p21,l3,4
i13,e08,c5,p03,l3,4
i30,e09,c1,p03,l3,1
i38,e10,c1,p13,l1,11617
i06,e09,c5,p10,l2,11629
i46,e08,c4,p05,l3,2
i42,e05,c5,p35,l3,21
i02,e01,c1,p08,l3,12
i06,e07,c5,p15,l2,11623
i06,e09,c5,p23,l2,11614
i38,e10,c1,p33,l4,1
i06,e10,c5,p01,l1,11618
i46,e08,c4,p11,l3,3
i38,e10,c1,p22,l1,11614
i34,e03,c5,p11,l3,3
i02,e01,c4,p35,l3,3
i05,e06,c1,p09,l3,2
i06,e10,c3,p15,l2,11615
